Rk,Date,Round,Venue,Scorer,Opponent,Start,xG,PSxG,Body Part,Distance,Minute,Score,Goalkeeper,Assist,GCA1,Type,GCA2,Type.1,Notes,Team,League
5,2024-10-04,Matchweek 7,Away,Gaetano Oristanio,Hellas Verona,Y,0.14,0.89,Head,3.0,2,0-0,Lorenzo Montipò,Hans Nicolussi Caviglia,Hans Nicolussi Caviglia,Pass (Dead),,,,Venezia,Seriea
6,2024-10-27,Matchweek 9,Away,Mikael Ellertsson,Monza,Y,0.13,0.6,Left Foot,16.0,15,0-0,Stefano Turati,Gaetano Oristanio,Gaetano Oristanio,Pass (Live),Gaetano Oristanio,Take-On,,Venezia,Seriea
7,2024-10-27,Matchweek 9,Away,Michael Svoboda,Monza,Y,0.06,0.38,Head,8.0,39,1-1,Stefano Turati,Magnus Kofod Andersen,Magnus Kofod Andersen,Pass (Dead),Gaetano Oristanio,Fouled,,Venezia,Seriea
8,2024-10-30,Matchweek 10,Home,Joel Pohjanpalo,Udinese,Y*,0.79,0.8,Right Foot,13.0,41,0-2,Maduka Okoye,,Joel Pohjanpalo,Fouled,Alfred Duncan,Pass (Live),,Venezia,Seriea
9,2024-10-30,Matchweek 10,Home,Hans Nicolussi Caviglia,Udinese,Y,0.1,0.67,Right Foot,21.0,56,1-2,Maduka Okoye,,Gaetano Oristanio,Fouled,Joel Pohjanpalo,Pass (Live),,Venezia,Seriea
10,2024-10-30,Matchweek 10,Home,Joel Pohjanpalo,Udinese,Y*,0.79,0.78,Right Foot,13.0,86,2-2,Maduka Okoye,,,Fouled,Alfred Duncan,Shot,,Venezia,Seriea
1,2024-08-16,Matchweek 1,Away,Kiké,Celta Vigo,Y,0.34,0.49,Head,8.0,17,0-0,Iván Villar,Antonio Blanco,Antonio Blanco,Pass (Live),Jon Guridi,Pass (Live),,Alavés,Laliga
2,2024-08-28,Matchweek 3,Away,Asier Villalibre,Real Sociedad,Y,0.79,0.95,Left Foot,13.0,45+5,0-1,Álex Remiro,,Abdel Abqar,Fouled,Jon Guridi,Pass (Live),,Alavés,Laliga
3,2024-08-28,Matchweek 3,Away,Toni Martínez,Real Sociedad,N,0.3,0.27,Right Foot,9.0,77,1-1,Álex Remiro,,Jon Guridi,Pass (Live),Kiké,Pass (Live),,Alavés,Laliga
4,2024-09-01,Matchweek 4,Home,Carlos Vicente,Las Palmas,Y,0.57,0.91,Left Foot,11.0,7,0-0,Jasper Cillessen,Stoichkov,Stoichkov,Pass (Live),Kiké,Pass (Live),,Alavés,Laliga
5,2024-09-01,Matchweek 4,Home,Toni Martínez,Las Palmas,N,0.02,0.36,Left Foot,33.0,78,1-0,Jasper Cillessen,,,,,,,Alavés,Laliga
6,2024-09-14,Matchweek 5,Away,Tomás Conechny,Espanyol,Y,0.61,0.99,Head,1.0,35,0-1,Joan García,,Jon Guridi,Take-On,Carlos Vicente,Pass (Live),,Alavés,Laliga
7,2024-09-14,Matchweek 5,Away,Nahuel Tenaglia,Espanyol,Y*,0.09,0.52,Head,8.0,68,1-3,Joan García,Joan Jordán,Joan Jordán,Pass (Dead),Toni Martínez,Shot,,Alavés,Laliga
8,2024-09-20,Matchweek 6,Home,Carlos Vicente,Sevilla,Y,0.08,0.08,Right Foot,13.0,17,0-0,Ørjan Nyland,Nahuel Tenaglia,Nahuel Tenaglia,Pass (Live),Joan Jordán,Pass (Live),,Alavés,Laliga
9,2024-09-20,Matchweek 6,Home,Carlos Martín,Sevilla,Y,0.51,0.4,Other,3.0,60,1-0,Ørjan Nyland,,Stoichkov,Shot,,,,Alavés,Laliga
10,2024-09-24,Matchweek 7,Away,Carlos Benavídez,Real Madrid,Y*,0.07,0.54,Left Foot,23.0,85,0-3,Thibaut Courtois,Ander Guevara,Ander Guevara,Pass (Live),Carlos Benavídez,Pass (Live),,Alavés,Laliga
11,2024-09-24,Matchweek 7,Away,Kiké,Real Madrid,N,0.28,0.77,Left Foot,11.0,86,1-3,Thibaut Courtois,Carlos Benavídez,Carlos Benavídez,Pass (Live),Ander Guevara,Pass (Live),,Alavés,Laliga
12,2024-10-18,Matchweek 10,Home,Toni Martínez,Valladolid,Y,0.03,0.24,Right Foot,30.0,6,0-0,Karl Jakob Hein,,,,,,,Alavés,Laliga
13,2024-10-18,Matchweek 10,Home,Kiké,Valladolid,N,0.03,0.55,Right Foot,19.0,90+7,1-3,Karl Jakob Hein,Abdel Abqar,Abdel Abqar,Pass (Live),Moussa Diarra,Pass (Live),Volley,Alavés,Laliga
1,2024-08-15,Matchweek 1,Home,Oihan Sancet,Getafe,Y,0.05,0.21,Right Foot,26.0,27,0-0,David Soria,Gorka Guruzeta,Gorka Guruzeta,Pass (Live),Yeray Álvarez,Pass (Live),,Athletic Club,Laliga
2,2024-08-24,Matchweek 2,Away,Oihan Sancet,Barcelona,Y,0.79,0.79,Right Foot,13.0,42,0-1,Marc-André ter Stegen,,Álex Berenguer,Fouled,Nico Williams,Pass (Live),,Athletic Club,Laliga
3,2024-08-28,Matchweek 3,Home,Beñat Prados,Valencia,Y,0.03,0.06,Head,15.0,45,0-0,Giorgi Mamardashvili,Óscar de Marcos,Óscar de Marcos,Pass (Live),Mikel Jauregizar,Pass (Live),,Athletic Club,Laliga
4,2024-09-15,Matchweek 5,Away,Oihan Sancet,Las Palmas,Y,0.32,0.83,Right Foot,9.0,7,0-0,Jasper Cillessen,Iñaki Williams,Iñaki Williams,Pass (Live),Óscar de Marcos,Pass (Live),,Athletic Club,Laliga
5,2024-09-15,Matchweek 5,Away,Nico Williams,Las Palmas,Y,0.12,0.84,Right Foot,15.0,30,1-0,Jasper Cillessen,Iñaki Williams,Iñaki Williams,Pass (Live),Nico Williams,Pass (Live),,Athletic Club,Laliga
6,2024-09-15,Matchweek 5,Away,Aitor Paredes,Las Palmas,Y,0.87,0.99,Left Foot,3.0,76,2-1,Jasper Cillessen,Iñaki Williams,Iñaki Williams,Shot,,,,Athletic Club,Laliga
7,2024-09-19,Matchweek 7,Away,Daniel Vivian,Leganés,Y,0.04,0.46,Right Foot,16.0,65,0-0,Juan Soriano,Gorka Guruzeta,Oihan Sancet,Pass (Live),Álex Berenguer,Pass (Dead),"Deflected, Volley",Athletic Club,Laliga
8,2024-09-19,Matchweek 7,Away,Iñaki Williams,Leganés,N,0.46,0.78,Left Foot,10.0,75,1-0,Juan Soriano,Andoni Gorosabel,Andoni Gorosabel,Pass (Live),Oihan Sancet,Pass (Live),,Athletic Club,Laliga
9,2024-09-22,Matchweek 6,Home,Gorka Guruzeta,Celta Vigo,Y,0.12,0.56,Right Foot,9.0,4,0-0,Vicente Guaita,,Oihan Sancet,Shot,,,Volley,Athletic Club,Laliga
10,2024-09-22,Matchweek 6,Home,Gorka Guruzeta,Celta Vigo,Y,0.06,0.29,Head,11.0,39,1-1,Vicente Guaita,Álex Berenguer,Álex Berenguer,Pass (Live),Mikel Jauregizar,Pass (Live),,Athletic Club,Laliga
11,2024-09-22,Matchweek 6,Home,Álvaro djaló,Celta Vigo,N,0.16,0.41,Head,10.0,80,2-1,Vicente Guaita,Iñaki Williams,Iñaki Williams,Pass (Live),Iñaki Williams,Take-On,,Athletic Club,Laliga
12,2024-09-29,Matchweek 8,Home,Mikel Jauregizar,Sevilla,Y,0.09,0.44,Right Foot,18.0,36,0-0,Ørjan Nyland,Unai Gómez,Álex Berenguer,Pass (Dead),Nico Williams,Fouled,Deflected,Athletic Club,Laliga
13,2024-10-06,Matchweek 9,Away,Oihan Sancet,Girona,Y,0.65,0.68,Left Foot,6.0,41,0-1,Paulo Gazzaniga,Álex Berenguer,Álex Berenguer,Pass (Live),Iñaki Williams,Pass (Live),Volley,Athletic Club,Laliga
14,2024-10-19,Matchweek 10,Home,Daniel Vivian,Espanyol,Y,0.09,0.87,Right Foot,9.0,6,0-0,Joan García,Nico Williams,Daniel Vivian,Pass (Live),,,Volley,Athletic Club,Laliga
15,2024-10-19,Matchweek 10,Home,Iñaki Williams,Espanyol,Y,0.29,0.86,Right Foot,9.0,28,1-0,Joan García,Álex Berenguer,Álex Berenguer,Pass (Live),Óscar de Marcos,Pass (Live),,Athletic Club,Laliga
16,2024-10-19,Matchweek 10,Home,Iñaki Williams,Espanyol,Y,0.13,0.7,Right Foot,14.0,30,2-0,Joan García,Álex Berenguer,Álex Berenguer,Pass (Live),Nico Williams,Pass (Live),,Athletic Club,Laliga
17,2024-10-19,Matchweek 10,Home,Álex Berenguer,Espanyol,Y,0.43,0.91,Left Foot,14.0,55,3-0,Joan García,Óscar de Marcos,Álex Berenguer,Take-On,Óscar de Marcos,Pass (Live),,Athletic Club,Laliga
1,2024-08-19,Matchweek 1,Away,Marcos Llorente,Villarreal,Y,0.05,0.2,Right Foot,11.0,20,0-1,Diego Conde,Antoine Griezmann,Antoine Griezmann,Pass (Live),Pablo Barrios,Pass (Live),,Atlético Madrid,Laliga
2,2024-08-19,Matchweek 1,Away,Alexander Sørloth,Villarreal,Y,0.15,0.09,Head,10.0,45+5,1-2,Diego Conde,Pablo Barrios,Pablo Barrios,Pass (Live),Marcos Llorente,Pass (Live),,Atlético Madrid,Laliga
3,2024-08-25,Matchweek 2,Home,Antoine Griezmann,Girona,Y,0.13,0.27,Left Foot,22.0,39,0-0,Paulo Gazzaniga,,,Fouled,Marcos Llorente,Pass (Live),Deflected,Atlético Madrid,Laliga
4,2024-08-25,Matchweek 2,Home,Marcos Llorente,Girona,Y,0.03,0.01,Right Foot,24.0,48,1-0,Paulo Gazzaniga,Antoine Griezmann,Antoine Griezmann,Pass (Live),Julián Álvarez,Pass (Live),,Atlético Madrid,Laliga
5,2024-08-25,Matchweek 2,Home,Koke,Girona,N,0.67,0.66,Right Foot,8.0,90+4,2-0,Paulo Gazzaniga,Marcos Llorente,Marcos Llorente,Pass (Live),Pablo Barrios,Pass (Live),,Atlético Madrid,Laliga
6,2024-08-31,Matchweek 4,Away,Ángel Correa,Athletic Club,N,0.89,1.0,Right Foot,9.0,90+2,0-0,Julen Agirrezabala,Alexander Sørloth,Ángel Correa,Take-On,Alexander Sørloth,Pass (Live),,Atlético Madrid,Laliga
7,2024-09-15,Matchweek 5,Home,Conor Gallagher,Valencia,Y,0.66,0.86,Right Foot,11.0,39,0-0,Giorgi Mamardashvili,Rodrigo De Paul,Rodrigo De Paul,Pass (Live),Antoine Griezmann,Pass (Live),,Atlético Madrid,Laliga
8,2024-09-15,Matchweek 5,Home,Antoine Griezmann,Valencia,Y,0.48,0.88,Left Foot,10.0,54,1-0,Giorgi Mamardashvili,Samuel Lino,Samuel Lino,Shot,,,,Atlético Madrid,Laliga
9,2024-09-15,Matchweek 5,Home,Julián Álvarez,Valencia,N,0.52,0.98,Left Foot,6.0,90+4,2-0,Giorgi Mamardashvili,,Koke,Pass (Live),Reinildo Mandava,Interception,,Atlético Madrid,Laliga
10,2024-09-22,Matchweek 6,Away,Conor Gallagher,Rayo Vallecano,Y,0.06,0.48,Right Foot,21.0,49,0-1,Augusto Batalla,Alexander Sørloth,Alexander Sørloth,Pass (Live),Alexander Sørloth,Take-On,,Atlético Madrid,Laliga
11,2024-09-26,Matchweek 7,Away,Julián Álvarez,Celta Vigo,N,0.3,0.87,Right Foot,4.0,90,0-0,Vicente Guaita,Antoine Griezmann,Antoine Griezmann,Pass (Live),Ángel Correa,Pass (Live),,Atlético Madrid,Laliga
12,2024-09-29,Matchweek 8,Home,Ángel Correa,Real Madrid,N,0.75,0.99,Right Foot,8.0,90+5,0-1,Thibaut Courtois,Javi Galán,Javi Galán,Pass (Live),Koke,Pass (Live),,Atlético Madrid,Laliga
13,2024-10-06,Matchweek 9,Away,Julián Álvarez,Real Sociedad,Y,0.11,0.39,Left Foot,14.0,1,0-0,Álex Remiro,Antoine Griezmann,Antoine Griezmann,Pass (Live),Javi Galán,Pass (Live),,Atlético Madrid,Laliga
14,2024-10-20,Matchweek 10,Home,Alexander Sørloth,Leganés,Y,0.51,0.7,Right Foot,3.0,69,0-1,Marko Dmitrović,Axel Witsel,Axel Witsel,Pass (Live),Axel Witsel,Take-On,,Atlético Madrid,Laliga
15,2024-10-20,Matchweek 10,Home,Antoine Griezmann,Leganés,Y,0.23,0.44,Left Foot,3.0,81,1-1,Marko Dmitrović,Giuliano Simeone,Giuliano Simeone,Pass (Live),Rodrigo De Paul,Pass (Live),,Atlético Madrid,Laliga
16,2024-10-20,Matchweek 10,Home,Alexander Sørloth,Leganés,Y,0.38,0.94,Left Foot,6.0,90+9,2-1,Marko Dmitrović,Julián Álvarez,Julián Álvarez,Shot,,,Deflected,Atlético Madrid,Laliga
1,2024-08-17,Matchweek 1,Away,Robert Lewandowski,Valencia,Y,0.87,0.99,Right Foot,3.0,45+5,0-1,Giorgi Mamardashvili,Lamine Yamal,Lamine Yamal,Shot,,,,Barcelona,Laliga
2,2024-08-17,Matchweek 1,Away,Robert Lewandowski,Valencia,Y,0.79,0.98,Right Foot,13.0,49,1-1,Giorgi Mamardashvili,,Raphinha,Fouled,Ferrán Torres,Pass (Live),,Barcelona,Laliga
3,2024-08-24,Matchweek 2,Home,Lamine Yamal,Athletic Club,Y,0.02,0.43,Left Foot,28.0,24,0-0,Alex Padilla,,Alejandro Balde,Fouled,Iñigo Martínez,Pass (Live),Deflected,Barcelona,Laliga
4,2024-08-24,Matchweek 2,Home,Robert Lewandowski,Athletic Club,Y,0.25,0.94,Left Foot,13.0,75,1-1,Alex Padilla,,Raphinha,Pass (Live),Alejandro Balde,Pass (Live),,Barcelona,Laliga
5,2024-08-27,Matchweek 3,Away,Pedri,Rayo Vallecano,Y,0.29,0.69,Left Foot,12.0,60,0-1,Cárdenas,Raphinha,Raphinha,Pass (Live),Pedri,Pass (Live),,Barcelona,Laliga
6,2024-08-27,Matchweek 3,Away,Dani Olmo,Rayo Vallecano,N,0.12,0.86,Left Foot,12.0,82,1-1,Cárdenas,Lamine Yamal,Lamine Yamal,Pass (Live),Lamine Yamal,Take-On,,Barcelona,Laliga
7,2024-08-31,Matchweek 4,Home,Raphinha,Valladolid,Y,0.4,0.89,Left Foot,10.0,20,0-0,Karl Jakob Hein,Pau Cubarsí,Pau Cubarsí,Pass (Live),Pedri,Pass (Live),,Barcelona,Laliga
8,2024-08-31,Matchweek 4,Home,Robert Lewandowski,Valladolid,Y,0.41,0.11,Left Foot,15.0,24,1-0,Karl Jakob Hein,Lamine Yamal,Lamine Yamal,Pass (Live),Pau Cubarsí,Pass (Live),,Barcelona,Laliga
9,2024-08-31,Matchweek 4,Home,Jules Koundé,Valladolid,Y,0.09,0.79,Right Foot,11.0,45+2,2-0,Karl Jakob Hein,,Pau Cubarsí,Shot,,,,Barcelona,Laliga
10,2024-08-31,Matchweek 4,Home,Raphinha,Valladolid,Y,0.56,0.65,Left Foot,4.0,64,3-0,Karl Jakob Hein,Robert Lewandowski,,,,,,Barcelona,Laliga
11,2024-08-31,Matchweek 4,Home,Raphinha,Valladolid,Y,0.64,0.56,Left Foot,10.0,72,4-0,Karl Jakob Hein,Lamine Yamal,Lamine Yamal,Pass (Live),,,,Barcelona,Laliga
12,2024-08-31,Matchweek 4,Home,Dani Olmo,Valladolid,Y,0.17,0.25,Right Foot,8.0,82,5-0,Karl Jakob Hein,Ferrán Torres,Dani Olmo,Take-On,Dani Olmo,Take-On,,Barcelona,Laliga
13,2024-08-31,Matchweek 4,Home,Ferrán Torres,Valladolid,N,0.25,0.35,Right Foot,10.0,85,6-0,Karl Jakob Hein,Raphinha,Raphinha,Pass (Live),Alejandro Balde,Pass (Live),,Barcelona,Laliga
14,2024-09-15,Matchweek 5,Away,Lamine Yamal,Girona,Y,0.53,0.64,Left Foot,11.0,30,0-0,Paulo Gazzaniga,,,,,,,Barcelona,Laliga
15,2024-09-15,Matchweek 5,Away,Lamine Yamal,Girona,Y,0.06,0.72,Left Foot,18.0,37,1-0,Paulo Gazzaniga,Robert Lewandowski,Raphinha,Pass (Dead),Alejandro Balde,Fouled,,Barcelona,Laliga
16,2024-09-15,Matchweek 5,Away,Dani Olmo,Girona,Y,0.01,0.06,Right Foot,12.0,47,2-0,Paulo Gazzaniga,Jules Koundé,Jules Koundé,Pass (Live),Pau Cubarsí,Pass (Live),Volley,Barcelona,Laliga
17,2024-09-15,Matchweek 5,Away,Pedri,Girona,Y,0.21,0.53,Left Foot,5.0,64,3-0,Paulo Gazzaniga,Marc Casado,Marc Casado,Pass (Live),Raphinha,Pass (Live),,Barcelona,Laliga
18,2024-09-22,Matchweek 6,Away,Robert Lewandowski,Villarreal,Y,0.31,0.73,Right Foot,11.0,20,0-0,Diego Conde,Pablo Torre,Pablo Torre,Pass (Live),Pedri,Pass (Live),,Barcelona,Laliga
19,2024-09-22,Matchweek 6,Away,Robert Lewandowski,Villarreal,Y,0.94,0.99,Right Foot,5.0,35,1-0,Diego Conde,,Eric García,Shot,,,,Barcelona,Laliga
20,2024-09-22,Matchweek 6,Away,Pablo Torre,Villarreal,Y,0.07,0.29,Left Foot,22.0,58,2-1,Diego Conde,Pedri,Pedri,Pass (Live),Lamine Yamal,Pass (Live),Deflected,Barcelona,Laliga
21,2024-09-22,Matchweek 6,Away,Raphinha,Villarreal,Y,0.06,0.18,Left Foot,18.0,74,3-1,Diego Conde,Pau Victor Delgado,Pau Victor Delgado,Pass (Live),Gerard Martín,Pass (Live),Deflected,Barcelona,Laliga
22,2024-09-22,Matchweek 6,Away,Raphinha,Villarreal,Y,0.57,0.48,Left Foot,16.0,83,4-1,Diego Conde,Lamine Yamal,Lamine Yamal,Pass (Live),Eric García,Pass (Live),,Barcelona,Laliga
23,2024-09-25,Matchweek 7,Home,Robert Lewandowski,Getafe,Y,0.36,0.9,Right Foot,4.0,19,0-0,David Soria,,Lamine Yamal,Pass (Live),Eric García,Pass (Live),Volley,Barcelona,Laliga
24,2024-09-28,Matchweek 8,Away,Pau Victor Delgado,Osasuna,Y,0.04,0.06,Right Foot,26.0,53,0-2,Sergio Herrera,Gerard Martín,,,,,,Barcelona,Laliga
25,2024-09-28,Matchweek 8,Away,Lamine Yamal,Osasuna,N,0.05,0.5,Left Foot,23.0,89,1-4,Sergio Herrera,Ferrán Torres,Ferrán Torres,Pass (Live),Marc Casado,Pass (Live),,Barcelona,Laliga
26,2024-10-06,Matchweek 9,Away,Robert Lewandowski,Alavés,Y,0.15,0.55,Head,8.0,7,0-0,Antonio Sivera,Raphinha,Raphinha,Pass (Dead),Lamine Yamal,Fouled,Deflected,Barcelona,Laliga
27,2024-10-06,Matchweek 9,Away,Robert Lewandowski,Alavés,Y,0.81,0.89,Right Foot,8.0,22,1-0,Antonio Sivera,Raphinha,Raphinha,Pass (Live),Raphinha,Take-On,,Barcelona,Laliga
28,2024-10-06,Matchweek 9,Away,Robert Lewandowski,Alavés,Y,0.35,0.83,Right Foot,12.0,32,2-0,Antonio Sivera,Eric García,Eric García,Pass (Live),Marc Casado,Pass (Live),,Barcelona,Laliga
29,2024-10-20,Matchweek 10,Home,Robert Lewandowski,Sevilla,Y,0.79,0.89,Right Foot,13.0,24,0-0,Ørjan Nyland,,Raphinha,Fouled,Lamine Yamal,Pass (Live),,Barcelona,Laliga
30,2024-10-20,Matchweek 10,Home,Pedri,Sevilla,Y,0.11,0.18,Right Foot,22.0,28,1-0,Ørjan Nyland,Lamine Yamal,Lamine Yamal,Pass (Live),Robert Lewandowski,Pass (Live),,Barcelona,Laliga
31,2024-10-20,Matchweek 10,Home,Robert Lewandowski,Sevilla,Y,0.57,0.97,Right Foot,9.0,39,2-0,Ørjan Nyland,Raphinha,Raphinha,Shot,,,,Barcelona,Laliga
32,2024-10-20,Matchweek 10,Home,Pablo Torre,Sevilla,N,0.13,0.82,Right Foot,13.0,82,3-0,Ørjan Nyland,,Pedri,Pass (Live),Pablo Torre,Pass (Live),Deflected,Barcelona,Laliga
33,2024-10-20,Matchweek 10,Home,Pablo Torre,Sevilla,N,0.05,0.31,Right Foot,31.0,88,4-1,Ørjan Nyland,,Pau Victor Delgado,Fouled,Gavi,Pass (Live),,Barcelona,Laliga
34,2024-10-26,Matchweek 11,Away,Robert Lewandowski,Real Madrid,Y,0.25,0.39,Right Foot,21.0,54,0-0,Andriy Lunin,Marc Casado,Marc Casado,Pass (Live),Iñigo Martínez,Pass (Dead),,Barcelona,Laliga
35,2024-10-26,Matchweek 11,Away,Robert Lewandowski,Real Madrid,Y,0.16,0.85,Head,10.0,56,1-0,Andriy Lunin,Alejandro Balde,Alejandro Balde,Pass (Live),Frenkie de Jong,Pass (Live),,Barcelona,Laliga
36,2024-10-26,Matchweek 11,Away,Lamine Yamal,Real Madrid,Y,0.17,0.48,Right Foot,12.0,77,2-0,Andriy Lunin,Raphinha,Raphinha,Pass (Live),,,,Barcelona,Laliga
37,2024-10-26,Matchweek 11,Away,Raphinha,Real Madrid,Y*,0.59,0.37,Right Foot,14.0,84,3-0,Andriy Lunin,Iñigo Martínez,Iñigo Martínez,Pass (Live),Iñaki Peña,Pass (Live),,Barcelona,Laliga
1,2024-08-15,Matchweek 1,Home,Marc Bartra,Girona,Y,0.17,0.45,Head,7.0,6,0-0,Paulo Gazzaniga,Nabil Fekir,Nabil Fekir,Pass (Dead),Romain Perraud,Shot,,Betis,Laliga
2,2024-09-13,Matchweek 5,Home,Abde Ezzalzouli,Leganés,Y,0.83,0.9,Right Foot,4.0,74,0-0,Juan Soriano,Héctor Bellerín,Héctor Bellerín,Pass (Live),Pablo Fornals,Pass (Live),,Betis,Laliga
3,2024-09-13,Matchweek 5,Home,Vitor Roque,Leganés,N,0.7,0.94,Right Foot,8.0,86,1-0,Juan Soriano,,Abde Ezzalzouli,Shot,,,,Betis,Laliga
4,2024-09-18,Matchweek 3,Home,Giovani Lo Celso,Getafe,Y,0.79,0.72,Left Foot,13.0,61,0-0,David Soria,,,Fouled,Vitor Roque,Shot,,Betis,Laliga
5,2024-09-18,Matchweek 3,Home,Giovani Lo Celso,Getafe,Y,0.03,0.07,Left Foot,25.0,74,1-0,David Soria,Marc Roca,Marc Roca,Pass (Live),Giovani Lo Celso,Pass (Live),Deflected,Betis,Laliga
6,2024-09-23,Matchweek 6,Home,Giovani Lo Celso,Mallorca,Y,0.05,0.17,Left Foot,26.0,7,0-0,Dominik Greif,Sergi Altimira,Sergi Altimira,Pass (Live),Diego Llorente,Interception,,Betis,Laliga
7,2024-09-26,Matchweek 7,Away,Giovani Lo Celso,Las Palmas,Y,0.6,0.86,Left Foot,9.0,45+3,0-1,Jasper Cillessen,Assane Diao,Assane Diao,Pass (Live),Pablo Fornals,Pass (Live),,Betis,Laliga
8,2024-09-29,Matchweek 8,Home,Giovani Lo Celso,Espanyol,Y,0.08,0.19,Left Foot,12.0,85,0-0,Joan García,,Giovani Lo Celso,Pass (Live),Pablo Fornals,Pass (Live),,Betis,Laliga
9,2024-10-19,Matchweek 10,Away,Vitor Roque,Osasuna,Y,0.21,0.95,Right Foot,9.0,7,0-0,Sergio Herrera,Aitor Ruibal,Aitor Ruibal,Pass (Live),Pablo Fornals,Pass (Live),Deflected,Betis,Laliga
10,2024-10-19,Matchweek 10,Away,Ezequiel Ávila,Osasuna,N,0.48,0.81,Left Foot,3.0,73,1-1,Sergio Herrera,,Marc Bartra,Shot,,,,Betis,Laliga
11,2024-10-27,Matchweek 11,Home,José María Giménez(OG),Atlético Madrid,Y,,,,,4,0-0,Jan Oblak,,,,,,Own Goal,Betis,Laliga
1,2024-08-16,Matchweek 1,Home,Williot Swedberg,Alavés,N,0.07,0.44,Right Foot,20.0,66,0-1,Antonio Sivera,Hugo Álvarez,Hugo Álvarez,Pass (Live),,,,Celta Vigo,Laliga
2,2024-08-16,Matchweek 1,Home,Iago Aspas,Alavés,Y*,0.33,0.67,Left Foot,10.0,84,1-1,Antonio Sivera,Williot Swedberg,Williot Swedberg,Pass (Live),Óscar Mingueza,Pass (Live),,Celta Vigo,Laliga
3,2024-08-23,Matchweek 2,Home,Óscar Mingueza,Valencia,Y,0.11,0.33,Right Foot,7.0,23,0-1,Giorgi Mamardashvili,Iago Aspas,Iago Aspas,Pass (Live),Hugo Álvarez,Pass (Live),Volley,Celta Vigo,Laliga
4,2024-08-23,Matchweek 2,Home,Iago Aspas,Valencia,Y*,0.19,0.24,Left Foot,20.0,28,1-1,Giorgi Mamardashvili,Óscar Mingueza,Óscar Mingueza,Pass (Live),Fran Beltrán,Pass (Live),,Celta Vigo,Laliga
5,2024-08-23,Matchweek 2,Home,Fran Beltrán,Valencia,Y,0.02,0.46,Right Foot,25.0,60,2-1,Giorgi Mamardashvili,,,,,,,Celta Vigo,Laliga
6,2024-08-26,Matchweek 3,Away,Borja Iglesias,Villarreal,Y,0.12,0.92,Left Foot,14.0,12,0-0,Diego Conde,,Alfon,Shot,,,,Celta Vigo,Laliga
7,2024-08-26,Matchweek 3,Away,Óscar Mingueza,Villarreal,Y,0.03,0.21,Right Foot,31.0,31,1-1,Diego Conde,,Borja Iglesias,Fouled,Damián Rodríguez,Pass (Live),,Celta Vigo,Laliga
8,2024-08-26,Matchweek 3,Away,Carl Starfelt,Villarreal,Y,0.2,0.65,Head,8.0,80,2-3,Diego Conde,Óscar Mingueza,Óscar Mingueza,Pass (Live),Jonathan Bamba,Pass (Live),,Celta Vigo,Laliga
9,2024-09-01,Matchweek 4,Away,Borja Iglesias,Osasuna,Y,0.55,0.99,Right Foot,8.0,29,0-1,Sergio Herrera,Óscar Mingueza,Óscar Mingueza,Pass (Live),Óscar Mingueza,Take-On,,Celta Vigo,Laliga
10,2024-09-01,Matchweek 4,Away,Moi Gómez(OG),Osasuna,N,,,,,90+1,1-3,Sergio Herrera,,,,,,Own Goal,Celta Vigo,Laliga
11,2024-09-15,Matchweek 5,Home,Hugo Álvarez,Valladolid,Y,0.21,0.23,Left Foot,11.0,22,0-0,Karl Jakob Hein,Pablo Durán,Hugo Álvarez,Take-On,Pablo Durán,Pass (Live),,Celta Vigo,Laliga
12,2024-09-15,Matchweek 5,Home,Borja Iglesias,Valladolid,Y,0.49,0.91,Head,6.0,35,1-0,Karl Jakob Hein,,Iago Aspas,Shot,,,,Celta Vigo,Laliga
13,2024-09-15,Matchweek 5,Home,Anastasios Douvikas,Valladolid,N,0.24,0.42,Right Foot,5.0,90+1,2-1,Karl Jakob Hein,Iago Aspas,Iago Aspas,Pass (Live),Damián Rodríguez,Pass (Live),,Celta Vigo,Laliga
14,2024-09-22,Matchweek 6,Away,Iago Aspas,Athletic Club,Y*,0.79,0.8,Left Foot,13.0,25,0-1,Julen Agirrezabala,,Iago Aspas,Fouled,Jonathan Bamba,Pass (Live),,Celta Vigo,Laliga
15,2024-09-29,Matchweek 8,Home,Iago Aspas,Girona,N,0.08,0.52,Left Foot,19.0,81,0-1,Paulo Gazzaniga,Williot Swedberg,Williot Swedberg,Pass (Live),Hugo Álvarez,Pass (Live),,Celta Vigo,Laliga
16,2024-10-05,Matchweek 9,Away,Borja Iglesias,Las Palmas,Y,0.44,0.85,Right Foot,7.0,28,0-0,Dinko Horkaš,Óscar Mingueza,Óscar Mingueza,Pass (Live),Iago Aspas,Pass (Live),,Celta Vigo,Laliga
17,2024-10-19,Matchweek 10,Home,Williot Swedberg,Real Madrid,Y,0.37,0.86,Right Foot,14.0,51,0-1,Thibaut Courtois,Óscar Mingueza,Óscar Mingueza,Pass (Live),Jonathan Bamba,Pass (Live),,Celta Vigo,Laliga
1,2024-08-31,Matchweek 4,Home,Carlos Romero,Rayo Vallecano,Y,0.47,0.76,Left Foot,11.0,8,0-1,Cárdenas,Jofre,Jofre,Pass (Live),Javi Puado,Pass (Live),Deflected,Espanyol,Laliga
